employee_id,hire_date,submission_date,wotc_category,eligible
518,2026-06-26,2026-06-26,Designated Community Resident,True
519,2026-06-26,2026-06-26,Long-Term Unemployment Recipient,True
520,2026-06-26,2026-06-26,Summer Youth Employee,True
521,2026-06-26,2026-06-26,Not Eligible,False
522,2026-06-27,2026-07-03,Not Eligible,False
523,2026-06-27,2026-07-03,Vocational Rehabilitation Referral,True
524,2026-06-27,2026-07-03,Not Eligible,False
525,2026-06-27,2026-07-03,Veteran - Unemployed,True
526,2026-06-28,2026-07-03,Summer Youth Employee,True
527,2026-06-29,2026-07-03,Vocational Rehabilitation Referral,True
528,2026-06-29,2026-07-03,SSI Recipient,True
529,2026-06-29,2026-07-03,TANF Recipient,True
530,2026-06-29,2026-07-03,Veteran - Service-Connected Disability,True
531,2026-06-29,2026-07-03,Ex-Felon,True
532,2026-06-30,2026-07-03,Not Eligible,False
533,2026-06-30,2026-07-03,Not Eligible,False
534,2026-06-30,2026-07-03,Not Eligible,False
